"row","col","ACTA1","ACTA2","KRT5"
39,5,0,0,0
40,5,0,0,0
41,5,0,0,0
42,5,0,0,0
43,5,0,0,0
44,5,0,0,0
45,5,0,0,0
46,5,0,0,0
47,5,0,0,0
48,5,0,0,0
49,5,0,0,0
50,5,0,0,0
51,5,0,0,0
52,5,0,0,0
53,5,0,0,0
54,5,0,0,0
55,5,0,0,0
56,5,0,0,0
57,5,0,0,0
58,5,0,0,0
59,5,0,0,0
60,5,0,0,0
61,5,0,0,0
62,5,0,0,0
63,5,0,0,0
0,6,5.4971682252932,0,0
1,6,5.48063892334199,0,0
2,6,5.44241771052179,0,0.693147180559945
3,6,5.46383180502561,0.693147180559945,0.693147180559945
4,6,5.59098698051086,0,0
5,6,5.46383180502561,0,0
6,6,4.71849887129509,1.09861228866811,0
7,6,4.52178857704904,3.3322045101752,1.38629436111989
8,6,5.41610040220442,0,0
9,6,5.6021188208797,1.09861228866811,0.693147180559945
10,6,5.38449506278909,0,0
11,6,5.17048399503815,0,0
12,6,5.07517381523383,0.693147180559945,0.693147180559945
13,6,5.4510384535657,1.09861228866811,0
14,6,4.8283137373023,1.38629436111989,1.09861228866811
15,6,5.06890420222023,1.38629436111989,0
16,6,5.41164605185504,0,0.693147180559945
17,6,4.51085950651685,0,1.09861228866811
18,6,4.62497281328427,0,1.94591014905531
19,6,4.36944785246702,1.79175946922805,2.19722457733622
20,6,4.0943445622221,0.693147180559945,1.79175946922805
21,6,4.29045944114839,2.484906649788,2.19722457733622
22,6,3.71357206670431,1.38629436111989,2.30258509299405
23,6,3.71357206670431,1.94591014905531,1.6094379124341
24,6,0,0,0
25,6,0,0,0
26,6,0,0,0
27,6,0,0,0
28,6,0,0,0
29,6,0,0,0
30,6,0,0,0
31,6,0,0,0
32,6,0,0,0
33,6,5.41610040220442,0.693147180559945,0.693147180559945
34,6,0,0,0
35,6,0,0,0
36,6,0,0,0
37,6,0,0,0
38,6,0,0,0
39,6,0,0,0
40,6,0,0,0
41,6,0,0,0
42,6,0,0,0
43,6,0,0,0
44,6,0,0,0
45,6,0,0,0
46,6,0,0,0
47,6,0,0,0
48,6,0,0,0
49,6,0,0,0
50,6,0,0,0
51,6,0,0,0
52,6,0,0,0
53,6,0,0,0
54,6,0,0,0
55,6,0,0,0
56,6,0,0,0
57,6,0,0,0
58,6,0,0,0
59,6,0,0,0
60,6,0,0,0
61,6,0,0,0
62,6,0,0,0
63,6,0,0,0
0,7,5.45958551414416,0.693147180559945,0
1,7,5.18178355029209,0,0.693147180559945
2,7,5.31320597904179,0,0
3,7,5.2040066870768,0.693147180559945,0.693147180559945
4,7,5.76519110278484,0.693147180559945,0.693147180559945
5,7,5.52545293913178,0,0.693147180559945
6,7,5.18738580584075,1.09861228866811,0
7,7,5.44673737166631,1.38629436111989,0.693147180559945
8,7,5.33271879326537,1.09861228866811,0.693147180559945
9,7,5.37989735354046,0.693147180559945,0.693147180559945
10,7,5.12989871492307,0.693147180559945,1.09861228866811
11,7,5.12989871492307,1.38629436111989,0
12,7,4.79579054559674,0,0.693147180559945
13,7,5.04342511691925,1.79175946922805,0
14,7,5.34233425196481,0,0
15,7,5.25227342804663,1.09861228866811,0.693147180559945
16,7,5.17614973257383,0.693147180559945,0.693147180559945
17,7,4.52178857704904,1.09861228866811,1.6094379124341
18,7,4.62497281328427,1.6094379124341,1.94591014905531
19,7,4.36944785246702,1.09861228866811,1.79175946922805
20,7,4.44265125649032,1.09861228866811,2.70805020110221
21,7,3.97029191355212,0.693147180559945,1.79175946922805
22,7,4.26267987704132,0.693147180559945,2.89037175789616
23,7,3.87120101090789,0.693147180559945,1.6094379124341
24,7,3.52636052461616,0.693147180559945,1.6094379124341
25,7,3.49650756146648,1.38629436111989,0.693147180559945
26,7,0,0,0
27,7,3.61091791264422,1.38629436111989,1.38629436111989
28,7,0,0,0
29,7,3.3322045101752,0,1.6094379124341
30,7,0,0,0
31,7,3.87120101090789,0.693147180559945,0.693147180559945
32,7,3.71357206670431,0.693147180559945,1.09861228866811
33,7,4.88280192258637,1.09861228866811,1.38629436111989
34,7,5.58724865840025,0.693147180559945,1.09861228866811
35,7,3.73766961828337,1.09861228866811,2.89037175789616
36,7,0,0,0
37,7,3.91202300542815,1.6094379124341,3.3322045101752
38,7,3.25809653802148,1.09861228866811,2.94443897916644
39,7,3.97029191355212,1.09861228866811,1.09861228866811
40,7,3.80666248977032,1.38629436111989,1.6094379124341
41,7,3.61091791264422,0.693147180559945,2.70805020110221
42,7,0,0,0
43,7,4.47733681447821,0.693147180559945,1.79175946922805
44,7,0,0,0
45,7,0,0,0
46,7,0,0,0
47,7,2.70805020110221,1.09861228866811,0.693147180559945
48,7,0,0,0
49,7,0,0,0
50,7,0,0,0
51,7,0,0,0
52,7,0,0,0
53,7,0,0,0
54,7,0,0,0
55,7,0,0,0
56,7,0,0,0
57,7,0,0,0
58,7,0,0,0
59,7,0,0,0
60,7,0,0,0
61,7,0,0,0
62,7,0,0,0
63,7,0,0,0
0,8,5.58724865840025,0,1.09861228866811
1,8,5.27811465923052,1.09861228866811,0
2,8,5.5834963087817,0.693147180559945,0.693147180559945
3,8,5.47646355193151,1.09861228866811,0.693147180559945
4,8,5.83773044716594,0,0
5,8,5.03043792139244,0,0.693147180559945
6,8,4.8283137373023,0.693147180559945,1.6094379124341
7,8,5.28320372873799,0,1.09861228866811
8,8,4.64439089914137,0,0
9,8,5.39816270151775,1.38629436111989,0.693147180559945
10,8,5.25749537202778,0.693147180559945,0.693147180559945
11,8,5.27811465923052,1.09861228866811,0
12,8,5.21493575760899,1.38629436111989,0
13,8,4.75359019110636,0,1.09861228866811
14,8,5.18178355029209,0,0
15,8,4.9416424226093,0,1.09861228866811
16,8,5.25749537202778,1.09861228866811,1.6094379124341
17,8,5.04342511691925,0,1.38629436111989
18,8,4.71849887129509,0,0.693147180559945
19,8,4.79579054559674,1.09861228866811,1.6094379124341
20,8,4.74493212836325,0,1.09861228866811
21,8,4.52178857704904,0,1.6094379124341
22,8,4.12713438504509,1.38629436111989,2.70805020110221
23,8,3.71357206670431,0.693147180559945,1.38629436111989
24,8,4.15888308335967,1.79175946922805,1.94591014905531
25,8,4.18965474202643,0.693147180559945,1.38629436111989
26,8,4.20469261939097,0.693147180559945,1.6094379124341
27,8,3.73766961828337,1.38629436111989,2.19722457733622
28,8,3.87120101090789,0.693147180559945,2.30258509299405
29,8,3.68887945411394,0,3.04452243772342
30,8,4.23410650459726,0.693147180559945,2.19722457733622
31,8,3.68887945411394,0,2.39789527279837
32,8,4.43081679884331,0,1.6094379124341
33,8,4.79579054559674,0.693147180559945,1.38629436111989
34,8,4.84418708645859,1.09861228866811,1.6094379124341
35,8,4.00733318523247,1.09861228866811,1.94591014905531
36,8,3.52636052461616,0,3.09104245335832
37,8,4.21950770517611,1.6094379124341,1.94591014905531
38,8,4.21950770517611,0.693147180559945,2.07944154167984
39,8,4.21950770517611,1.38629436111989,0.693147180559945
40,8,4.02535169073515,2.39789527279837,1.38629436111989
41,8,3.68887945411394,1.38629436111989,2.39789527279837
42,8,2.89037175789616,0,0.693147180559945
43,8,4.98360662170834,0.693147180559945,0.693147180559945
44,8,3.36729582998647,1.38629436111989,1.6094379124341
45,8,3.66356164612965,0.693147180559945,0.693147180559945
46,8,3.73766961828337,2.19722457733622,1.79175946922805
47,8,3.17805383034795,2.484906649788,1.09861228866811
48,8,3.40119738166216,1.09861228866811,1.79175946922805
49,8,0,0,0
50,8,0,0,0
51,8,0,0,0
52,8,0,0,0
53,8,0,0,0
54,8,0,0,0
55,8,0,0,0
56,8,0,0,0
57,8,0,0,0
58,8,0,0,0
59,8,0,0,0
60,8,0,0,0
61,8,0,0,0
62,8,0,0,0
63,8,0,0,0
0,9,5.52545293913178,0,0
1,9,5.62040086571715,0.693147180559945,0
2,9,4.8283137373023,0.693147180559945,0
3,9,5.34710753071747,1.09861228866811,0.693147180559945
4,9,5.65599181081985,0.693147180559945,0
5,9,4.29045944114839,1.79175946922805,0
6,9,4.75359019110636,0,0
7,9,5.74620319054015,0,0
8,9,4.38202663467388,0,1.38629436111989
9,9,4.67282883446191,2.77258872223978,1.09861228866811
10,9,5.28320372873799,1.6094379124341,0.693147180559945
11,9,5.15905529921453,0,1.09861228866811
12,9,5.39816270151775,0.693147180559945,0.693147180559945
13,9,5.29330482472449,0,1.09861228866811
14,9,4.969813299576,0,1.09861228866811
15,9,4.78749174278205,0.693147180559945,1.79175946922805
16,9,4.92725368515721,1.09861228866811,0.693147180559945
17,9,4.18965474202643,2.70805020110221,1.09861228866811
18,9,5.06259503302697,0,1.38629436111989
19,9,5.48893772615669,0.693147180559945,1.6094379124341
20,9,4.47733681447821,1.09861228866811,2.07944154167984
21,9,4.67282883446191,0,0.693147180559945
22,9,4.06044301054642,0,2.07944154167984
23,9,4.14313472639153,0,0
24,9,4.49980967033027,1.09861228866811,1.38629436111989
25,9,4.83628190695148,1.09861228866811,0.693147180559945
26,9,3.8286413964891,0.693147180559945,1.38629436111989
27,9,4.94875989037817,0.693147180559945,0.693147180559945
28,9,4.52178857704904,1.38629436111989,1.79175946922805
29,9,4.74493212836325,0.693147180559945,1.6094379124341
30,9,4.4188406077966,0,1.79175946922805
31,9,4.35670882668959,0,2.07944154167984
32,9,4.91265488573605,0.693147180559945,0.693147180559945
33,9,5.2257466737132,1.09861228866811,0.693147180559945
34,9,4.38202663467388,0,1.38629436111989
35,9,5.08140436498446,0.693147180559945,1.38629436111989
36,9,4.82028156560504,0.693147180559945,1.94591014905531
37,9,4.86753445045558,0.693147180559945,1.38629436111989
38,9,4.64439089914137,1.6094379124341,1.94591014905531
39,9,4.02535169073515,1.6094379124341,1.09861228866811
40,9,4.53259949315326,1.09861228866811,1.79175946922805
41,9,4.52178857704904,1.6094379124341,0.693147180559945
42,9,4.40671924726425,1.38629436111989,1.79175946922805
43,9,4.78749174278205,1.09861228866811,1.09861228866811
44,9,3.85014760171006,2.07944154167984,2.30258509299405
45,9,4.8283137373023,1.6094379124341,0
46,9,4.0943445622221,1.6094379124341,0.693147180559945
47,9,3.95124371858143,4.11087386417331,0.693147180559945
48,9,0,0,0
49,9,0,0,0
50,9,0,0,0
51,9,0,0,0
52,9,0,0,0
53,9,0,0,0
54,9,0,0,0
55,9,0,0,0
56,9,0,0,0
57,9,0,0,0
58,9,0,0,0
59,9,4.4188406077966,0,1.09861228866811
60,9,4.91265488573605,1.38629436111989,0.693147180559945
61,9,5.50125821054473,0,1.09861228866811
62,9,5.25749537202778,1.6094379124341,0.693147180559945
63,9,5.55682806169954,0,0
0,10,5.22035582507833,0.693147180559945,0.693147180559945
1,10,5.45958551414416,0,1.09861228866811
2,10,5.47227067367148,0.693147180559945,0.693147180559945
3,10,5.55682806169954,0,0
4,10,5.44673737166631,1.09861228866811,0
5,10,2.56494935746154,2.07944154167984,0
6,10,5.36129216570943,1.09861228866811,0.693147180559945
7,10,5.16478597392351,1.09861228866811,0.693147180559945
8,10,4.91265488573605,0,1.09861228866811
9,10,5.01727983681492,0,0.693147180559945
10,10,3.91202300542815,1.09861228866811,0
11,10,5.18178355029209,1.6094379124341,0
12,10,4.95582705760126,0,0
13,10,5.14166355650266,0,0
14,10,5.0998664278242,0,2.30258509299405
15,10,4.26267987704132,0,1.6094379124341
16,10,4.45434729625351,1.79175946922805,0
17,10,4.71849887129509,2.30258509299405,1.09861228866811
18,10,4.91998092582813,0.693147180559945,0.693147180559945
19,10,5.53733426701854,0.693147180559945,0
20,10,4.82028156560504,1.09861228866811,1.09861228866811
21,10,4.89034912822175,0,1.6094379124341
22,10,4.59511985013459,2.39789527279837,1.09861228866811
23,10,5.21493575760899,0,1.79175946922805
24,10,5.80814248998044,0,0.693147180559945
25,10,5.4249500174814,0,0
26,10,4.07753744390572,0.693147180559945,0
27,10,4.33073334028633,0.693147180559945,1.09861228866811
28,10,4.99043258677874,0.693147180559945,1.6094379124341
29,10,4.85203026391962,0,1.6094379124341
30,10,5.72031177660741,0,1.09861228866811
31,10,4.9416424226093,0,1.09861228866811
32,10,4.47733681447821,0.693147180559945,1.09861228866811
33,10,4.51085950651685,1.09861228866811,0.693147180559945
34,10,5.19849703126583,0,1.09861228866811
35,10,4.97673374242057,0,1.38629436111989
36,10,4.68213122712422,1.09861228866811,1.6094379124341
37,10,4.84418708645859,0.693147180559945,0
38,10,4.98360662170834,0.693147180559945,1.09861228866811
39,10,4.72738781871234,0.693147180559945,0
40,10,4.969813299576,0.693147180559945,1.09861228866811
41,10,4.48863636973214,0,1.09861228866811
42,10,4.81218435537242,1.09861228866811,1.09861228866811
43,10,5.12989871492307,0.693147180559945,1.09861228866811
44,10,5.08140436498446,0.693147180559945,1.09861228866811
45,10,5.34710753071747,0,1.09861228866811
46,10,4.44265125649032,1.38629436111989,1.79175946922805
47,10,5.27299955856375,2.07944154167984,0
48,10,0,0,0
49,10,0,0,0
50,10,0,0,0
51,10,0,0,0
52,10,0,0,0
53,10,0,0,0
54,10,0,0,0
55,10,5.87773578177964,0,0
56,10,0,0,0
57,10,0,0,0
58,10,0,0,0
59,10,5.36129216570943,0,0.693147180559945
60,10,5.35185813347607,0,1.09861228866811
61,10,5.72031177660741,0,0
62,10,5.74620319054015,1.09861228866811,0
63,10,5.56068163101553,0,0
0,11,5.77144112313002,1.09861228866811,0
1,11,5.28320372873799,0,0.693147180559945
2,11,5.34233425196481,0,0.693147180559945
3,11,5.19295685089021,0,0
4,11,4.65396035015752,2.07944154167984,0.693147180559945
5,11,2.63905732961526,1.94591014905531,1.09861228866811
6,11,4.80402104473326,1.09861228866811,0
7,11,5.25227342804663,0,1.09861228866811
8,11,4.77068462446567,0.693147180559945,0.693147180559945
9,11,4.89034912822175,0.693147180559945,0.693147180559945
10,11,4.48863636973214,0,0
11,11,5.44673737166631,0,1.09861228866811
12,11,4.9416424226093,2.83321334405622,1.09861228866811
13,11,5.54517744447956,0.693147180559945,0
14,11,5.03043792139244,0.693147180559945,2.39789527279837
15,11,5.07517381523383,1.38629436111989,2.07944154167984
16,11,5.26785815906333,0.693147180559945,0.693147180559945
17,11,5.04342511691925,0.693147180559945,1.79175946922805
18,11,5.28826703069454,0,0.693147180559945
19,11,5.63121178182137,0,0
20,11,4.7361984483945,0.693147180559945,1.6094379124341
21,11,5.07517381523383,0,1.09861228866811
22,11,5.03043792139244,1.38629436111989,0
23,11,4.95582705760126,0.693147180559945,0
24,11,4.79579054559674,0.693147180559945,1.79175946922805
25,11,5.65599181081985,0.693147180559945,0
26,11,4.55387689160054,1.09861228866811,0.693147180559945
27,11,3.3322045101752,1.09861228866811,1.38629436111989
28,11,4.69134788222914,0,1.09861228866811
29,11,4.24849524204936,0.693147180559945,1.79175946922805
30,11,4.35670882668959,0.693147180559945,0
31,11,4.58496747867057,1.09861228866811,1.6094379124341
32,11,5.02388052084628,1.09861228866811,1.09861228866811
33,11,5.0998664278242,1.09861228866811,2.484906649788
34,11,4.56434819146784,1.79175946922805,2.30258509299405
35,11,4.06044301054642,1.6094379124341,2.39789527279837
36,11,4.33073334028633,1.6094379124341,1.79175946922805
37,11,4.26267987704132,1.79175946922805,1.38629436111989
38,11,4.77068462446567,1.38629436111989,0
39,11,4.38202663467388,2.07944154167984,0
40,11,4.70048036579242,0,1.09861228866811
41,11,4.58496747867057,0,1.38629436111989
42,11,4.77912349311153,0,1.09861228866811
43,11,4.45434729625351,0.693147180559945,2.484906649788
44,11,5.02388052084628,0.693147180559945,0.693147180559945
45,11,5.08140436498446,0,1.09861228866811
46,11,5.67675380226828,0.693147180559945,1.09861228866811
47,11,5.52545293913178,1.09861228866811,0
48,11,0,0,0
49,11,0,0,0
50,11,0,0,0
51,11,0,0,0
52,11,0,0,0
53,11,0,0,0
54,11,0,0,0
55,11,5.92425579741453,0.693147180559945,0
56,11,5.72358510195238,1.09861228866811,0
57,11,3.85014760171006,1.6094379124341,0
58,11,4.8283137373023,1.38629436111989,1.09861228866811
59,11,5.57215403217776,0.693147180559945,0
60,11,5.6970934865054,0.693147180559945,0
61,11,5.8636311755981,0,0
62,11,5.6021188208797,1.6094379124341,0.693147180559945
63,11,5.4510384535657,0,0
0,12,5.19295685089021,0,1.09861228866811
1,12,5.12396397940326,0.693147180559945,0
2,12,5.17614973257383,1.09861228866811,0
3,12,5.36129216570943,0.693147180559945,0.693147180559945
4,12,3.52636052461616,0,1.09861228866811
5,12,4.06044301054642,0.693147180559945,0.693147180559945
6,12,4.99043258677874,1.09861228866811,0.693147180559945
7,12,5.04342511691925,0.693147180559945,0
8,12,5.34710753071747,1.79175946922805,0
9,12,4.95582705760126,0.693147180559945,0.693147180559945
10,12,3.29583686600433,3.29583686600433,1.79175946922805
11,12,4.43081679884331,0,1.79175946922805
12,12,5.01063529409626,0,1.6094379124341
13,12,3.89182029811063,1.09861228866811,1.09861228866811
14,12,4.38202663467388,0.693147180559945,0
15,12,5.26269018890489,0.693147180559945,1.38629436111989
16,12,5.62401750618734,0,1.09861228866811
17,12,4.95582705760126,0.693147180559945,1.38629436111989
18,12,4.89034912822175,1.6094379124341,0.693147180559945
19,12,5.4553211153577,0.693147180559945,1.38629436111989
20,12,5.31811999384422,1.09861228866811,1.09861228866811
21,12,5.03043792139244,0.693147180559945,1.38629436111989
22,12,4.74493212836325,0,1.79175946922805
23,12,5.14749447681345,0,0
24,12,4.39444915467244,0,1.94591014905531
25,12,3.91202300542815,0.693147180559945,1.09861228866811
26,12,3.17805383034795,0.693147180559945,0.693147180559945
27,12,1.94591014905531,1.09861228866811,1.79175946922805
28,12,1.38629436111989,0.693147180559945,1.6094379124341
29,12,1.09861228866811,0,3.46573590279973
30,12,3.09104245335832,0,1.79175946922805
31,12,2.63905732961526,0.693147180559945,1.6094379124341
32,12,4.24849524204936,1.09861228866811,2.30258509299405
33,12,2.63905732961526,2.77258872223978,1.79175946922805
34,12,4.70953020131233,2.484906649788,2.484906649788
35,12,3.43398720448515,3.29583686600433,2.63905732961526
36,12,4.20469261939097,3.04452243772342,1.94591014905531
37,12,3.68887945411394,3.36729582998647,1.79175946922805
38,12,3.89182029811063,2.56494935746154,1.38629436111989
39,12,4.20469261939097,0.693147180559945,2.77258872223978
40,12,4.44265125649032,1.38629436111989,2.70805020110221
41,12,4.20469261939097,0,2.70805020110221
42,12,4.4188406077966,0.693147180559945,1.6094379124341
43,12,4.65396035015752,1.79175946922805,0.693147180559945
44,12,4.83628190695148,0.693147180559945,1.09861228866811
45,12,5.10594547390058,1.38629436111989,1.6094379124341
46,12,5.40267738187228,1.38629436111989,1.09861228866811
47,12,4.79579054559674,2.484906649788,1.09861228866811
48,12,0,0,0
49,12,3.8286413964891,2.83321334405622,1.79175946922805
50,12,0,0,0
51,12,0,0,0
52,12,5.46383180502561,1.09861228866811,0.693147180559945
53,12,5.42934562895444,0,1.6094379124341
54,12,5.54517744447956,0.693147180559945,1.09861228866811
55,12,5.79301360838414,1.09861228866811,0.693147180559945
56,12,6.06610809010375,0,0
57,12,0,0,0
58,12,5.28320372873799,1.6094379124341,0
59,12,5.25227342804663,0,0.693147180559945
60,12,5.76205138278018,0,0
61,12,5.6021188208797,1.09861228866811,0
62,12,5.3890717298165,0.693147180559945,0.693147180559945
63,12,5.38449506278909,1.09861228866811,0
